Longitude,Latitude,depth_m, 14.May.15, 19.May.15, 22.May.15, 29.May.15, 5.Jun.15, 11.Jun.15, 17.Jun.15, 18.Jun.15, 19.Jun.15, 26.Jun.15, 27.Jun.15, 2.Jul.15, 10.Jul.15, 16.Jul.15, 24.Jul.15, 30.Jul.15, 7.Aug.15, 14.Aug.15, 20.Aug.15, 28.Aug.15, 3.Sep.15, 10.Sep.15, 16.Sep.15, 24.Sep.15, 1.Oct.15, 8.Oct.15, 15.Oct.15, 23.Oct.15, 30.Oct.15, 5.Nov.15, 12.Nov.15, 19.Nov.15, 1.Dec.15
-9434900,4777500,2.60,50.5748,56.2733,16.6530,49.2088,51.7088,61.1797,60.9958,46.6157,55.1585,29.5900,5.6281,62.4499,40.5246,65.1658,75.3818,83.6763,68.2078,93.9386,54.1652,99.5928,121.6772,73.0714,144.0303,190.5169,60.6660,90.9010,110.1410,104.8072,62.6258,71.0748,30.1923,43.2131,27.6856
-9434880,4777500,2.59,51.3234,56.7005,16.6550,49.2052,50.3320,60.6357,60.9653,46.7845,55.2358,29.2569,5.4836,63.1171,40.5427,65.7375,75.1790,83.6046,68.3736,93.4566,54.3407,99.4851,122.6852,73.2849,145.1523,191.4214,60.6450,91.0732,110.7724,104.8265,63.2641,71.0697,30.2605,43.4896,27.7154
-9434860,4777500,2.59,52.0446,57.1157,16.6540,49.1997,49.0093,60.1214,60.9369,46.9428,55.3027,28.9248,5.3382,63.7565,40.5549,66.2854,74.9835,83.5387,68.5310,92.9961,54.5115,99.3824,123.6520,73.4861,146.2403,192.2961,60.6173,91.2332,111.3916,104.8522,63.8805,71.0675,30.3306,43.7569,27.7436
-9434840,4777500,2.58,52.7300,57.5142,16.6500,49.1924,47.7561,59.6428,60.9110,47.0887,55.3584,28.5981,5.1937,64.3604,40.5611,66.8032,74.7975,83.4793,68.6781,92.5625,54.6755,99.2859,124.5665,73.6728,147.2813,193.1308,60.5835,91.3792,111.9911,104.8839,64.4677,71.0683,30.4016,44.0117,27.7701
-9434820,4777500,2.57,53.3712,57.8907,16.6434,49.1836,46.5877,59.2052,60.8877,47.2208,55.4028,28.2813,5.0522,64.9218,40.5616,67.2848,74.6235,83.4271,68.8133,92.1610,54.8306,99.1968,125.4176,73.8428,148.2623,193.9152,60.5443,91.5097,112.5630,104.9208,65.0183,71.0719,30.4724,44.2510,27.7943
-9434800,4777500,2.56,53.9600,58.2403,16.6345,49.1736,45.5184,58.8130,60.8674,47.3377,55.4361,27.9795,4.9160,65.4340,40.5568,67.7243,74.4636,83.3823,68.9351,91.7961,54.9748,99.1160,126.1953,73.9945,149.1703,194.6392,60.5010,91.6238,113.0991,104.9619,65.5255,71.0780,30.5418,44.4715,27.8162
-9434780,4777500,2.55,54.4893,58.5579,16.6237,49.1628,44.5609,58.4697,60.8501,47.4387,55.4590,27.6981,4.7879,65.8912,40.5475,68.1167,74.3198,83.3451,69.0422,91.4720,55.1059,99.0445,126.8903,74.1267,149.9930,195.2933,60.4551,91.7208,113.5911,105.0055,65.9825,71.0861,30.6081,44.6706,27.8355
-9434760,4777500,2.54,54.9523,58.8390,16.6119,49.1517,43.7263,58.1778,60.8359,47.5234,55.4726,27.4426,4.6705,66.2882,40.5349,68.4577,74.1939,83.3152,69.1340,91.1917,55.2221,98.9828,127.4950,74.2386,150.7190,195.8689,60.4087,91.8007,114.0310,105.0497,66.3837,71.0957,30.6699,44.8456,27.8520
-9434740,4777500,2.53,55.3439,59.0795,16.5997,49.1408,43.0235,57.9382,60.8245,47.5916,55.4784,27.2185,4.5666,66.6214,40.5203,68.7440,74.0875,83.2924,69.2097,90.9577,55.3216,98.9316,128.0033,74.3299,151.3381,196.3582,60.3640,91.8639,114.4110,105.0925,66.7239,71.1058,30.7253,44.9941,27.8656
-9434720,4777500,2.52,55.6598,59.2757,16.5882,49.1309,42.4587,57.7509,60.8160,47.6441,55.4787,27.0311,4.4791,66.8882,40.5054,68.9733,74.0015,83.2760,69.2694,90.7713,55.4029,98.8909,128.4109,74.4009,151.8419,196.7553,60.3235,91.9114,114.7240,105.1313,66.9993,71.1157,30.7725,45.1145,27.8764
-9434700,4777500,2.52,55.8973,59.4248,16.5783,49.1226,42.0357,57.6142,60.8101,47.6817,55.4756,26.8857,4.4107,67.0873,40.4919,69.1445,73.9369,83.2650,69.3133,90.6329,55.4648,98.8608,128.7155,74.4524,152.2237,197.0554,60.2899,91.9446,114.9641,105.1635,67.2069,71.1244,30.8099,45.2054,27.8843
-9434680,4777500,2.51,56.0551,59.5247,16.5711,49.1166,41.7555,57.5256,60.8063,47.7057,55.4720,26.7866,4.3638,67.2188,40.4818,69.2577,73.8940,83.2584,69.3419,90.5418,55.5062,98.8411,128.9171,74.4856,152.4789,197.2556,60.2660,91.9654,115.1260,105.1865,67.3452,71.1308,30.8357,45.2660,27.8895
-9434660,4777500,2.51,56.1333,59.5741,16.5676,49.1137,41.6163,57.4812,60.8044,47.7178,55.4705,26.7380,4.3409,67.2842,40.4770,69.3140,73.8727,83.2550,69.3562,90.4964,55.5267,98.8312,129.0172,74.5023,152.6052,197.3547,60.2544,91.9759,115.2058,105.1976,67.4137,71.1338,30.8483,45.2960,27.8921
-9434640,4777500,2.51,56.1336,59.5725,16.5690,49.1147,41.6140,57.4763,60.8039,47.7199,55.4740,26.7429,4.3437,67.2861,40.4795,69.3155,73.8726,83.2535,69.3574,90.4944,55.5260,98.8307,129.0196,74.5044,152.6024,197.3534,60.2578,91.9787,115.2010,105.1943,67.4133,71.1325,30.8463,45.2957,27.8923
-9434620,4777500,2.51,56.0589,59.5204,16.5761,49.1200,41.7419,57.5057,60.8044,47.7142,55.4855,26.8038,4.3739,67.2282,40.4911,69.2654,73.8931,83.2524,69.3469,90.5324,55.5042,98.8386,128.9294,74.4944,152.4724,197.2539,60.2787,91.9764,115.1103,105.1742,67.3460,71.1259,30.8286,45.2659,27.8904
-9434600,4777500,2.52,55.9131,59.4189,16.5899,49.1303,41.9914,57.5633,60.8054,47.7028,55.5075,26.9222,4.4324,67.1151,40.5134,69.1677,73.9329,83.2506,69.3264,90.6067,55.4617,98.8541,128.7534,74.4747,152.2190,197.0599,60.3190,91.9717,114.9339,105.1353,67.2148,71.1130,30.7941,45.2078,27.8866
-9434580,4777500,2.53,55.7013,59.2699,16.6110,49.1461,42.3524,57.6430,60.8063,47.6881,55.5425,27.0985,4.5200,66.9522,40.5480,69.0268,73.9908,83.2465,69.2975,90.7131,55.3994,98.8761,128.4994,74.4479,151.8482,196.7766,60.3805,91.9671,114.6732,105.0759,67.0236,71.0931,30.7424,45.1230,27.8813
-9434560,4777500,2.54,55.4293,59.0761,16.6401,49.1677,42.8133,57.7387,60.8069,47.6722,55.5926,27.3323,4.6366,66.7455,40.5960,68.8477,74.0652,83.2391,69.2621,90.8470,55.3181,98.9037,128.1760,74.4165,151.3672,196.4104,60.4645,91.9652,114.3311,104.9947,66.7772,71.0657,30.6729,45.0136,27.8749
-9434540,4777500,2.56,55.1036,58.8406,16.6776,49.1953,43.3618,57.8443,60.8067,47.6572,55.6595,27.6222,4.7820,66.5009,40.6583,68.6358,74.1543,83.2273,69.2219,91.0038,55.2193,98.9356,127.7925,74.3829,150.7847,195.9685,60.5719,91.9683,113.9113,104.8909,66.4808,71.0302,30.5859,44.8817,27.8675
-9434520,4777500,2.58,54.7310,58.5669,16.7238,49.2291,43.9852,57.9541,60.8053,47.6450,55.7444,27.9661,4.9552,66.2250,40.7354,68.3965,74.2563,83.2102,69.1786,91.1786,55.1043,98.9709,127.3583,74.3494,150.1102,195.4587,60.7030,91.9784,113.4189,104.7642,66.1400,70.9865,30.4815,44.7299,27.8595
-9434500,4777500,2.60,54.3184,58.2591,16.7786,49.2690,44.6704,58.0629,60.8024,47.6371,55.8481,28.3609,5.1550,65.9239,40.8277,68.1350,74.3693,83.1870,69.1338,91.3670,54.9747,99.0084,126.8827,74.3182,149.3540,194.8893,60.8577,91.9971,112.8595,104.6146,65.7609,70.9344,30.3603,44.5606,27.8512
-9434480,4777500,2.63,53.8728,57.9213,16.8420,49.3150,45.4049,58.1662,60.7978,47.6349,55.9711,28.8030,5.3799,65.6036,40.9349,67.8565,74.4913,83.1573,69.0889,91.5647,54.8323,99.0472,126.3749,74.2908,148.5270,194.2687,61.0355,92.0257,112.2396,104.4425,65.3494,70.8739,30.2232,44.3765,27.8429
-9434460,4777500,2.66,53.4012,57.5579,16.9136,49.3666,46.1765,58.2600,60.7913,47.6397,56.1130,29.2880,5.6277,65.2699,41.0568,67.5660,74.6205,83.1206,69.0452,91.7676,54.6788,99.0863,125.8435,74.2689,147.6398,193.6055,61.2353,92.0652,111.5659,104.2489,64.9115,70.8054,30.0713,44.1801,27.8347
-9434440,4777500,2.69,52.9100,57.1731,16.9930,49.4237,46.9737,58.3411,60.7829,47.6521,56.2733,29.8113,5.8962,64.9280,41.1926,67.2679,74.7550,83.0768,69.0039,91.9720,54.5159,99.1249,125.2964,74.2535,146.7032,192.9076,61.4558,92.1159,110.8457,104.0350,64.4529,70.7292,29.9058,43.9740,27.8269
-9434420,4777500,2.73,52.4054,56.7712,17.0797,49.4856,47.7858,58.4071,60.7724,47.6727,56.4510,30.3679,6.1832,64.5826,41.3415,66.9663,74.8929,83.0260,68.9659,92.1749,54.3454,99.1622,124.7408,74.2454,145.7276,192.1829,61.6955,92.1782,110.0861,103.8023,63.9791,70.6457,29.7283,43.7605,27.8197
-9434400,4777500,2.77,51.8933,56.3565,17.1730,49.5519,48.6034,58.4562,60.7599,47.7018,56.6450,30.9525,6.4859,64.2379,41.5023,66.6648,75.0327,82.9683,68.9319,92.3734,54.1689,99.1974,124.1832,74.2453,144.7229,191.4387,61.9523,92.2518,109.2945,103.5525,63.4953,70.5555,29.5403,43.5419,27.8132
-9434380,4777500,2.81,51.3787,55.9329,17.2722,49.6220,49.4178,58.4872,60.7454,47.7394,56.8534,31.5598,6.8019,63.8975,41.6738,66.3666,75.1727,82.9040,68.9025,92.5651,53.9879,99.2301,123.6290,74.2533,143.6984,190.6816,62.2242,92.3362,108.4780,103.2876,63.0061,70.4592,29.3433,43.3202,27.8075
-9434360,4777500,2.85,50.8663,55.5041,17.3763,49.6952,50.2217,58.4996,60.7290,47.7854,57.0747,32.1845,7.1284,63.5644,41.8545,66.0741,75.3117,82.8334,68.8782,92.7481,53.8040,99.2595,123.0830,74.2695,142.6625,189.9175,62.5090,92.4308,107.6432,103.0094,62.5158,70.3576,29.1391,43.0974,27.8027
-9434340,4777500,2.89,50.3601,55.0735,17.4847,49.7710,51.0088,58.4935,60.7108,47.8395,57.3067,32.8216,7.4630,63.2411,42.0432,65.7896,75.4482,82.7572,68.8591,92.9210,53.6185,99.2853,122.5488,74.2937,141.6228,189.1517,62.8043,92.5346,106.7968,102.7202,62.0281,70.2514,28.9294,42.8749,27.7988
-9434320,4777500,2.94,49.8637,54.6443,17.5963,49.8485,51.7738,58.4692,60.6911,47.9011,57.5476,33.4661,7.8031,62.9295,42.2382,65.5147,75.5813,82.6757,68.8455,93.0826,53.4325,99.3072,122.0294,74.3255,140.5863,188.3887,63.1080,92.6465,105.9444,102.4219,61.5463,70.1412,28.7157,42.6544,27.7959
-9434300,4777500,2.98,49.3800,54.2192,17.7105,49.9273,52.5123,58.4276,60.6699,47.9698,57.7951,34.1132,8.1464,62.6311,42.4381,65.2507,75.7098,82.5896,68.8373,93.2320,53.2472,99.3247,121.5271,74.3644,139.5588,187.6323,63.4178,92.7652,105.0918,102.1164,61.0732,70.0278,28.4997,42.4369,27.7939
-9434280,4777500,3.03,48.9114,53.8008,17.8263,50.0066,53.2211,58.3697,60.6475,48.0449,58.0472,34.7587,8.4908,62.3468,42.6416,64.9984,75.8330,82.4994,68.8346,93.3688,53.0634,99.3376,121.0434,74.4097,138.5453,186.8855,63.7315,92.8896,104.2435,101.8059,60.6111,69.9119,28.2828,42.2235,27.7929
-9434260,4777500,3.07,48.4599,53.3910,17.9430,50.0858,53.8977,58.2968,60.6240,48.1258,58.3020,35.3986,8.8343,62.0774,42.8472,64.7585,75.9501,82.4058,68.8372,93.4928,52.8818,99.3457,120.5793,74.4607,137.5500,186.1509,64.0471,93.0183,103.4041,101.4919,60.1619,69.7941,28.0663,42.0150,27.7929
-9434240,4777500,3.12,48.0269,52.9918,18.0599,50.1644,54.5402,58.2105,60.5997,48.2116,58.5575,36.0294,9.1750,61.8230,43.0536,64.5310,76.0606,82.3094,68.8448,93.6037,52.7033,99.3488,120.1351,74.5167,136.5764,185.4301,64.3627,93.1501,102.5772,101.1762,59.7270,69.6750,27.8515,41.8120,27.7937
-9434220,4777500,3.17,47.6135,52.6046,18.1762,50.2418,55.1477,58.1121,60.5747,48.3018,58.8119,36.6479,9.5113,61.5837,43.2598,64.3162,76.1640,82.2106,68.8574,93.7019,52.5281,99.3468,119.7109,74.5769,135.6272,184.7247,64.6767,93.2836,101.7660,100.8602,59.3076,69.5552,27.6396,41.6151,27.7955
-9434200,4777500,3.21,47.2205,52.2306,18.2914,50.3176,55.7195,58.0033,60.5492,48.3957,59.0636,37.2514,9.8420,61.3593,43.4646,64.1137,76.2598,82.1099,68.8746,93.7875,52.3568,99.3396,119.3063,74.6406,134.7043,184.0352,64.9874,93.4176,100.9731,100.5454,58.9044,69.4350,27.4315,41.4245,27.7981
-9434180,4777500,3.26,46.8483,51.8707,18.4050,50.3914,56.2556,57.8856,60.5234,48.4925,59.3112,37.8376,10.1659,61.1494,43.6671,63.9232,76.3478,82.0079,68.8962,93.8609,52.1897,99.3271,118.9207,74.7070,133.8091,183.3622,65.2935,93.5511,100.2007,100.2327,58.5179,69.3150,27.2280,41.2404,27.8014
-9434160,4777500,3.30,46.4970,51.5257,18.5165,50.4628,56.7563,57.7605,60.4974,48.5918,59.5532,38.4045,10.4819,60.9533,43.8665,63.7443,76.4278,81.9049,68.9218,93.9226,52.0269,99.3094,118.5531,74.7754,132.9425,182.7057,65.5940,93.6830,99.4502,99.9232,58.1483,69.1955,27.0299,41.0629,27.8055
-9434140,4777500,3.35,46.1665,51.1960,18.6255,50.5315,57.2223,57.6294,60.4713,48.6929,59.7885,38.9506,10.7893,60.7705,44.0622,63.5763,76.4997,81.8013,68.9513,93.9731,51.8685,99.2863,118.2025,74.8451,132.1049,182.0655,65.8878,93.8123,98.7230,99.6176,57.7957,69.0767,26.8378,40.8921,27.8103
-9435160,4777520,2.63,40.8884,51.0470,16.3901,49.0930,69.8278,69.0178,61.4739,44.0855,53.5362,33.0044,6.9985,53.5229,39.8679,57.5282,77.9844,84.8581,65.8703,100.4862,52.0257,101.0637,108.2753,69.9465,130.0553,179.0447,60.3419,88.1811,102.8418,105.1255,54.4687,71.3617,29.6626,39.6980,27.2656
-9435140,4777520,2.62,41.4369,51.3429,16.4059,49.1016,68.8020,68.5727,61.4467,44.2260,53.6330,32.8167,6.9196,54.0342,39.9041,57.9669,77.8429,84.7943,66.0007,100.1190,52.1500,100.9867,109.0479,70.1248,130.8621,179.7205,60.3600,88.3410,103.2613,105.1128,54.9349,71.3489,29.6913,39.9006,27.2893
-9435120,4777520,2.62,42.0209,51.6570,16.4232,49.1107,67.7089,68.0967,61.4175,44.3775,53.7367,32.6182,6.8376,54.5779,39.9442,58.4330,77.6907,84.7247,66.1408,99.7261,52.2811,100.9028,109.8679,70.3155,131.7153,180.4324,60.3811,88.5113,103.7036,105.0961,55.4299,71.3337,29.7211,40.1151,27.3147
-9435100,4777520,2.62,42.6400,51.9894,16.4418,49.1202,66.5494,67.5907,61.3864,44.5394,53.8467,32.4082,6.7519,55.1535,39.9877,58.9261,77.5280,84.6496,66.2900,99.3082,52.4191,100.8122,110.7347,70.5179,132.6150,181.1802,60.4049,88.6913,104.1693,105.0760,55.9533,71.3163,29.7523,40.3416,27.3417
-9435080,4777520,2.62,43.2931,52.3399,16.4614,49.1299,65.3259,67.0567,61.3536,44.7110,53.9621,32.1860,6.6621,55.7597,40.0343,59.4452,77.3551,84.5697,66.4480,98.8662,52.5639,100.7153,111.6465,70.7315,133.5606,181.9635,60.4303,88.8803,104.6586,105.0533,56.5045,71.2971,29.7852,40.5797,27.3702
-9435060,4777520,2.62,43.9786,52.7079,16.4816,49.1396,64.0419,66.4969,61.3192,44.8914,54.0820,31.9513,6.5677,56.3947,40.0830,59.9887,77.1726,84.4853,66.6140,98.4020,52.7153,100.6124,112.6008,70.9552,134.5505,182.7810,60.4568,89.0773,105.1717,105.0288,57.0823,71.2764,29.8203,40.8290,27.4001
-9435040,4777520,2.62,44.6941,53.0927,16.5021,49.1491,62.7022,65.9143,61.2835,45.0795,54.2051,31.7036,6.4685,57.0561,40.1332,60.5547,76.9811,84.3973,66.7873,97.9174,52.8732,100.5043,113.5941,71.1878,135.5825,183.6307,60.4832,89.2811,105.7079,105.0035,57.6849,71.2547,29.8577,41.0889,27.4312
-9435020,4777520,2.61,45.4364,53.4929,16.5225,49.1581,61.3132,65.3127,61.2468,45.2738,54.3302,31.4429,6.3640,57.7406,40.1840,61.1403,76.7817,84.3065,66.9666,97.4152,53.0371,100.3914,114.6216,71.4277,136.6529,184.5096,60.5087,89.4900,106.2664,104.9785,58.3100,71.2325,29.8980,41.3582,27.4634
-9435000,4777520,2.61,46.2016,53.9068,16.5423,49.1665,59.8829,64.6965,61.2094,45.4727,54.4556,31.1693,6.2541,58.4441,40.2345,61.7421,76.5754,84.2137,67.1508,96.8986,53.2062,100.2749,115.6777,71.6731,137.7572,185.4139,60.5322,89.7025,106.8455,104.9548,58.9542,71.2102,29.9412,41.6357,27.4965
-9434980,4777520,2.61,46.9847,54.3322,16.5611,49.1739,58.4210,64.0708,61.1715,45.6745,54.5798,30.8835,6.1387,59.1618,40.2837,62.3560,76.3636,84.1200,67.3382,96.3716,53.3799,100.1555,116.7551,71.9220,138.8894,186.3385,60.5527,89.9164,107.4429,104.9336,59.6138,71.1885,29.9877,41.9199,27.5301
-9434960,4777520,2.61,47.7798,54.7664,16.5784,49.1801,56.9387,63.4415,61.1338,45.8769,54.7010,30.5864,6.0179,59.8881,40.3306,62.9773,76.1481,84.0266,67.5273,95.8386,53.5570,100.0345,117.8456,72.1719,140.0420,187.2776,60.5691,90.1297,108.0555,104.9159,60.2841,71.1678,30.0376,42.2086,27.5640
-9434940,4777520,2.60,48.5804,55.2061,16.5937,49.1848,55.4490,62.8147,61.0964,46.0779,54.8175,30.2793,5.8921,60.6166,40.3743,63.6005,75.9308,83.9346,67.7160,95.3044,53.7363,99.9131,118.9400,72.4204,141.2066,188.2241,60.5806,90.3401,108.6795,104.9027,60.9597,71.1488,30.0909,42.4997,27.5978
-9434920,4777520,2.60,49.3789,55.6476,16.6067,49.1880,53.9660,62.1972,61.0600,46.2751,54.9277,29.9643,5.7618,61.3404,40.4138,64.2197,75.7137,83.8452,67.9025,94.7745,53.9164,99.7927,120.0279,72.6648,142.3731,189.1700,60.5863,90.5451,109.3101,104.8949,61.6344,71.1319,30.1474,42.7906,27.6313
-9434900,4777520,2.59,50.1672,56.0867,16.6170,49.1894,52.5052,61.5961,61.0249,46.4660,55.0299,29.6438,5.6280,62.0518,40.4483,64.8285,75.4991,83.7596,68.0847,94.2547,54.0955,99.6745,121.0980,72.9021,143.5304,190.1061,60.5856,90.7423,109.9419,104.8932,62.3017,71.1175,30.2070,43.0785,27.6639
-9434880,4777520,2.59,50.9368,56.5187,16.6244,49.1889,51.0826,61.0183,60.9916,46.6485,55.1226,29.3210,5.4916,62.7429,40.4772,65.4201,75.2895,83.6790,68.2602,93.7509,54.2719,99.5602,122.1386,73.1298,144.6664,191.0228,60.5781,90.9293,110.5685,104.8980,62.9542,71.1059,30.2692,43.3602,27.6953
-9434860,4777520,2.58,51.6786,56.9387,16.6288,49.1866,49.7149,60.4707,60.9605,46.8203,55.2048,28.9992,5.3543,63.4059,40.5001,65.9877,75.0873,83.6043,68.4272,93.2689,54.4435,99.4510,123.1377,73.3449,145.7681,191.9098,60.5639,91.1039,111.1829,104.9095,63.5845,71.0975,30.3332,43.6326,27.7253
-9434840,4777520,2.57,52.3836,57.3415,16.6302,49.1825,48.4187,59.9600,60.9319,46.9792,55.2755,28.6829,5.2177,64.0326,40.5166,66.5244,74.8951,83.5365,68.5835,92.8148,54.6083,99.3483,124.0833,73.5451,146.8222,192.7563,60.5432,91.2641,111.7775,104.9274,64.1849,71.0923,30.3982,43.8924,27.7533
-9434820,4777520,2.56,53.0430,57.7219,16.6286,49.1767,47.2100,59.4917,60.9061,47.1236,55.3344,28.3764,5.0840,64.6155,40.5270,67.0238,74.7153,83.4763,68.7274,92.3939,54.7641,99.2533,124.9638,73.7280,147.8151,193.5519,60.5167,91.4083,112.3442,104.9511,64.7479,71.0901,30.4633,44.1362,27.7791
-9434800,4777520,2.56,53.6485,58.0746,16.6245,49.1696,46.1037,59.0710,60.8834,47.2521,55.3814,28.0848,4.9553,65.1475,40.5316,67.4798,74.5501,83.4240,68.8572,92.0111,54.9088,99.1673,125.7686,73.8918,148.7336,194.2860,60.4854,91.5353,112.8750,104.9797,65.2662,71.0908,30.5270,44.3609,27.8024
-9434780,4777520,2.55,54.1924,58.3948,16.6183,49.1616,45.1132,58.7017,60.8639,47.3636,55.4171,27.8134,4.8343,65.6225,40.5311,67.8871,74.4018,83.3799,68.9717,91.6708,55.0403,99.0911,126.4882,74.0350,149.5652,194.9490,60.4508,91.6442,113.3614,105.0117,65.7331,71.0940,30.5880,44.5636,27.8229
-9434760,4777520,2.54,54.6682,58.6778,16.6105,49.1530,44.2498,58.3865,60.8477,47.4576,55.4424,27.5674,4.7235,66.0353,40.5265,68.2413,74.2720,83.3439,69.0700,91.3763,55.1567,99.0254,127.1145,74.1568,150.2984,195.5321,60.4147,91.7350,113.7955,105.0454,66.1427,71.0991,30.6448,44.7416,27.8406
-9434740,4777520,2.53,55.0705,58.9196,16.6021,49.1444,43.5224,58.1265,60.8346,47.5342,55.4587,27.3522,4.6256,66.3821,40.5190,68.5389,74.1624,83.3157,69.1514,91.1301,55.2562,98.9707,127.6414,74.2568,150.9232,196.0277,60.3793,91.8078,114.1699,105.0788,66.4899,71.1053,30.6957,44.8927,27.8552
-9434720,4777520,2.53,55.3951,59.1166,16.5938,49.1366,42.9373,57.9218,60.8246,47.5937,55.4681,27.1730,4.5435,66.6602,40.5103,68.7777,74.0739,83.2946,69.2158,90.9334,55.3375,98.9271,128.0646,74.3352,151.4312,196.4299,60.3469,91.8636,114.4778,105.1094,66.7709,71.1117,30.7390,45.0152,27.8668
-9434700,4777520,2.52,55.6397,59.2662,16.5866,49.1300,42.4977,57.7707,60.8174,47.6371,55.4728,27.0344,4.4796,66.8686,40.5020,68.9567,74.0072,83.2798,69.2636,90.7865,55.3993,98.8947,128.3822,74.3928,151.8163,196.7341,60.3201,91.9038,114.7133,105.1349,66.9831,71.1176,30.7730,45.1077,27.8754
-9434680,4777520,2.52,55.8031,59.3665,16.5816,49.1254,42.2043,57.6706,60.8127,47.6657,55.4752,26.9409,4.4364,67.0077,40.4960,69.0761,73.9626,83.2702,69.2953,90.6887,55.4407,98.8732,128.5941,74.4310,152.0743,196.9378,60.3015,91.9302,114.8716,105.1525,67.1250,71.1217,30.7961,45.1696,27.8811
-9434660,4777520,2.52,55.8860,59.4165,16.5797,49.1236,42.0546,57.6175,60.8100,47.6813,55.4783,26.8961,4.4159,67.0790,40.4943,69.1373,73.9400,83.2645,69.3120,90.6382,55.4613,98.8619,128.7025,74.4514,152.2034,197.0401,60.2939,91.9449,114.9492,105.1597,67.1966,71.1231,30.8067,45.2008,27.8841
-9434640,4777520,2.52,55.8903,59.4160,16.5820,49.1251,42.0437,57.6065,60.8090,47.6858,55.4847,26.9029,4.4201,67.0855,40.4986,69.1427,73.9389,83.2615,69.3149,90.6322,55.4609,98.8603,128.7114,74.4562,152.2039,197.0420,60.2997,91.9506,114.9440,105.1540,67.1991,71.1208,30.8037,45.2017,27.8846
-9434620,4777520,2.52,55.8192,59.3655,16.5895,49.1306,42.1642,57.6320,60.8092,47.6815,55.4974,26.9634,4.4503,67.0312,40.5109,69.0958,73.9582,83.2596,69.3055,90.6673,55.4397,98.8675,128.6265,74.4477,152.0784,196.9462,60.3213,91.9497,114.8551,105.1331,67.1347,71.1137,30.7858,45.1731,27.8829
-9434600,4777520,2.53,55.6773,59.2666,16.6029,49.1407,42.4070,57.6878,60.8101,47.6706,55.5189,27.0787,4.5075,66.9211,40.5328,69.0006,73.9969,83.2577,69.2857,90.7395,55.3983,98.8824,128.4550,74.4286,151.8313,196.7567,60.3607,91.9451,114.6829,105.0949,67.0069,71.1010,30.7522,45.1164,27.8792
-9434580,4777520,2.54,55.4699,59.1214,16.6231,49.1557,42.7612,57.7677,60.8113,47.6555,55.5517,27.2493,4.5922,66.7609,40.5658,68.8619,74.0534,83.2542,69.2571,90.8443,55.3373,98.9039,128.2050,74.4015,151.4688,196.4791,60.4197,91.9394,114.4292,105.0378,66.8198,71.0819,30.7022,45.0334,27.8740
-9434560,4777520,2.55,55.2031,58.9326,16.6507,49.1761,43.2147,57.8651,60.8122,47.6385,55.5979,27.4746,4.7045,66.5565,40.6110,68.6850,74.1260,83.2479,69.2216,90.9769,55.2580,98.9310,127.8855,74.3690,150.9985,196.1197,60.4996,91.9353,114.0970,104.9604,66.5782,71.0558,30.6357,44.9262,27.8675
-9434540,4777520,2.56,54.8835,58.7034,16.6860,49.2021,43.7550,57.9738,60.8125,47.6217,55.6593,27.7532,4.8441,66.3144,40.6695,68.4752,74.2130,83.2377,69.1811,91.1325,55.1616,98.9624,127.5060,74.3337,150.4292,195.6860,60.6012,91.9349,113.6902,104.8618,66.2878,71.0223,30.5526,44.7969,27.8601
-9434520,4777520,2.58,54.5180,58.4375,16.7293,49.2338,44.3688,58.0880,60.8117,47.6071,55.7372,28.0828,5.0101,66.0410,40.7418,68.2381,74.3125,83.2228,69.1373,91.3063,55.0496,98.9971,127.0760,74.2978,149.7707,195.1859,60.7250,91.9404,113.2137,104.7417,65.9541,70.9809,30.4531,44.6482,27.8520
-9434500,4777520,2.61,54.1137,58.1388,16.7807,49.2711,45.0432,58.2024,60.8097,47.5962,55.8324,28.4607,5.2013,65.7427,40.8282,67.9790,74.4225,83.2022,69.0919,91.4936,54.9235,99.0339,126.6049,74.2636,149.0331,194.6274,60.8709,91.9536,112.6731,104.5998,65.5832,70.9316,30.3378,44.4825,27.8436
-9434480,4777520,2.63,53.6776,57.8114,16.8402,49.3141,45.7655,58.3122,60.8061,47.5908,55.9454,28.8832,5.4163,65.4254,40.9288,67.7032,74.5410,83.1753,69.0462,91.6900,54.7850,99.0718,126.1019,74.2327,148.2270,194.0191,61.0387,91.9757,112.0745,104.4367,65.1809,70.8743,30.2074,44.3025,27.8351
-9434460,4777520,2.66,53.2164,57.4595,16.9075,49.3624,46.5235,58.4133,60.8007,47.5917,56.0763,29.3465,5.6531,65.0949,41.0432,67.4155,74.6663,83.1419,69.0018,91.8915,54.6357,99.1098,125.5757,74.2069,147.3628,193.3691,61.2273,92.0079,111.4244,104.2530,64.7532,70.8093,30.0631,44.1105,27.8268
-9434440,4777520,2.69,52.7366,57.0873,16.9822,49.4158,47.3060,58.5024,60.7934,47.6001,56.2245,29.8461,5.9098,64.7564,41.1710,67.1204,74.7964,83.1017,68.9596,92.0945,54.4774,99.1471,125.0339,74.1872,146.4511,192.6852,61.4357,92.0506,110.7298,104.0497,64.3056,70.7369,29.9058,43.9092,27.8189
